2021,01,01,11,37,36,752
2021,01,01,11,37,47,74
2021,01,01,11,37,59,268
2021,01,01,11,38,11,413
2021,01,01,11,38,23,556
2021,01,01,11,38,35,748
2021,01,01,11,38,47,875
2021,01,01,11,39,0,34
2021,01,01,11,39,12,196
2021,01,01,11,39,23,715
2021,01,01,11,39,35,876
2021,01,01,11,39,48,53
2021,01,01,11,40,0,194
2021,01,01,11,40,12,388
2021,01,01,11,40,24,515
2021,01,01,11,40,36,37
2021,01,01,11,40,48,228
2021,01,01,11,41,0,354
2021,01,01,11,41,12,514
2021,01,01,11,41,24,709
2021,01,01,11,41,36,835
2021,01,01,11,41,48,995
2021,01,01,11,42,1,155
2021,01,01,11,42,13,315
2021,01,01,11,42,24,836
2021,01,01,11,42,36,995
2021,01,01,11,42,49,156
2021,01,01,11,43,1,347
2021,01,01,11,43,13,475
2021,01,01,11,43,25,636
2021,01,01,11,43,37,827
2021,01,01,11,43,49,957
2021,01,01,11,44,1,474
2021,01,01,11,44,13,668
2021,01,01,11,44,25,794
2021,01,01,11,44,37,954
2021,01,01,11,44,50,115
2021,01,01,11,45,2,274
2021,01,01,11,45,14,468
2021,01,01,11,45,25,955
2021,01,01,11,45,38,115
2021,01,01,11,45,50,307
2021,01,01,11,46,2,434
2021,01,01,11,46,14,595
2021,01,01,11,46,26,788
2021,01,01,11,46,38,914
2021,01,01,11,46,50,434
2021,01,01,11,47,2,625
2021,01,01,11,47,14,754
2021,01,01,11,47,26,914
2021,01,01,11,47,39,92
2021,01,01,11,47,51,237
2021,01,01,11,48,3,426
2021,01,01,11,48,14,914
2021,01,01,11,48,27,74
2021,01,01,11,48,39,268
2021,01,01,11,48,51,397
2021,01,01,11,49,3,555
2021,01,01,11,49,15,747
2021,01,01,11,49,27,875
2021,01,01,11,49,40,36
2021,01,01,11,49,51,588
2021,01,01,11,50,3,714
2021,01,01,11,50,15,875
2021,01,01,11,50,28,37
2021,01,01,11,50,40,196
2021,01,01,11,50,52,386
2021,01,01,11,51,4,514
2021,01,01,11,51,16,674
2021,01,01,11,51,28,228
2021,01,01,11,51,40,355
2021,01,01,11,51,52,516
2021,01,01,11,52,4,709
2021,01,01,11,52,16,836
2021,01,01,11,52,28,996
2021,01,01,11,52,41,154
2021,01,01,11,52,52,674
2021,01,01,11,53,4,836
2021,01,01,11,53,16,997
2021,01,01,11,53,29,154
2021,01,01,11,53,41,346
2021,01,01,11,53,53,475
2021,01,01,11,54,5,636
2021,01,01,11,54,17,828
2021,01,01,11,54,29,954
2021,01,01,11,54,41,476
2021,01,01,11,54,53,666
2021,01,01,11,55,5,795
2021,01,01,11,55,17,954
2021,01,01,11,55,30,131
2021,01,01,11,55,42,274
2021,01,01,11,55,54,470
2021,01,01,11,56,5,958
2021,01,01,11,56,18,115
2021,01,01,11,56,30,309
2021,01,01,11,56,42,436
2021,01,01,11,56,54,595
2021,01,01,11,57,6,787
2021,01,01,11,57,18,915
2021,01,01,11,57,31,75
2021,01,01,11,57,42,629
2021,01,01,11,57,54,757
2021,01,01,11,58,6,915
2021,01,01,11,58,19,75
2021,01,01,11,58,31,236
2021,01,01,11,58,43,426
2021,01,01,11,58,54,933
2021,01,01,11,59,7,75
2021,01,01,11,59,19,269
2021,01,01,11,59,31,396
2021,01,01,11,59,43,554
2021,01,01,11,59,55,746
2021,01,01,12,0,7,874
2021,01,01,12,0,20,36
2021,01,01,12,0,31,587
2021,01,01,12,0,43,716
2021,01,01,12,0,55,876
2021,01,01,12,1,8,36
2021,01,01,12,1,20,196
2021,01,01,12,1,32,388
2021,01,01,12,1,44,516
2021,01,01,12,1,56,676
2021,01,01,12,2,8,227
2021,01,01,12,2,20,354
2021,01,01,12,2,32,515
2021,01,01,12,2,44,708
2021,01,01,12,2,56,836
2021,01,01,12,3,8,996
2021,01,01,12,3,21,173
2021,01,01,12,3,33,316
2021,01,01,12,3,44,836
2021,01,01,12,3,56,996
2021,01,01,12,4,9,156
2021,01,01,12,4,21,345
2021,01,01,12,4,33,475
2021,01,01,12,4,45,636
2021,01,01,12,4,57,826
2021,01,01,12,5,9,317
2021,01,01,12,5,21,476
2021,01,01,12,5,33,665
2021,01,01,12,5,45,794
2021,01,01,12,5,57,956
2021,01,01,12,6,10,117
2021,01,01,12,6,22,276
2021,01,01,12,6,34,468
2021,01,01,12,6,45,973
2021,01,01,12,6,58,114
2021,01,01,12,7,10,308
2021,01,01,12,7,22,436
2021,01,01,12,7,34,594
2021,01,01,12,7,46,788
2021,01,01,12,7,58,915
2021,01,01,12,8,10,437
2021,01,01,12,8,22,626
2021,01,01,12,8,34,753
2021,01,01,12,8,46,914
2021,01,01,12,8,59,75
2021,01,01,12,9,11,236
2021,01,01,12,9,23,428
2021,01,01,12,9,35,554
2021,01,01,12,9,47,74
2021,01,01,12,9,59,268
2021,01,01,12,10,11,396
2021,01,01,12,10,23,555
2021,01,01,12,10,35,748
2021,01,01,12,10,47,877
2021,01,01,12,11,0,36
2021,01,01,12,11,11,587
2021,01,01,12,11,23,715
2021,01,01,12,11,35,876
2021,01,01,12,11,48,36
2021,01,01,12,12,0,196
2021,01,01,12,12,12,386
2021,01,01,12,12,24,514
2021,01,01,12,12,36,683
2021,01,01,12,12,48,226
2021,01,01,12,13,0,355
2021,01,01,12,13,12,514
2021,01,01,12,13,24,706
2021,01,01,12,13,36,834
2021,01,01,12,13,48,994
2021,01,01,12,14,1,153
2021,01,01,12,14,13,313
2021,01,01,12,14,25,506
2021,01,01,12,14,37,12
2021,01,01,12,14,49,155
2021,01,01,12,15,1,349
2021,01,01,12,15,13,474
2021,01,01,12,15,25,637
2021,01,01,12,15,37,827
2021,01,01,12,15,49,956
2021,01,01,12,16,1,475
2021,01,01,12,16,13,668
2021,01,01,12,16,25,798
2021,01,01,12,16,37,954
2021,01,01,12,16,50,116
2021,01,01,12,17,2,276
2021,01,01,12,17,14,468
2021,01,01,12,17,25,955
2021,01,01,12,17,38,115
2021,01,01,12,17,50,309
2021,01,01,12,18,2,436
2021,01,01,12,18,14,594
2021,01,01,12,18,26,786
2021,01,01,12,18,38,917
2021,01,01,12,18,50,434
2021,01,01,12,19,2,628
2021,01,01,12,19,14,754
2021,01,01,12,19,26,915
2021,01,01,12,19,39,74
2021,01,01,12,19,51,237
2021,01,01,12,20,3,426
2021,01,01,12,20,15,555
2021,01,01,12,20,27,76
2021,01,01,12,20,39,265
2021,01,01,12,20,51,394
2021,01,01,12,21,3,555
2021,01,01,12,21,15,748
2021,01,01,12,21,27,874
2021,01,01,12,21,40,36
2021,01,01,12,21,51,588
2021,01,01,12,22,3,715
2021,01,01,12,22,15,875
2021,01,01,12,22,28,54
2021,01,01,12,22,40,200
2021,01,01,12,22,52,388
2021,01,01,12,23,4,514
2021,01,01,12,23,16,674
2021,01,01,12,23,28,866
2021,01,01,12,23,40,996
2021,01,01,12,23,52,516
2021,01,01,12,24,4,706
2021,01,01,12,24,16,836
2021,01,01,12,24,28,996
2021,01,01,12,24,41,155
2021,01,01,12,24,53,317
2021,01,01,12,25,5,508
2021,01,01,12,25,16,996
2021,01,01,12,25,29,155
2021,01,01,12,25,41,346
2021,01,01,12,25,53,473
2021,01,01,12,26,5,635
2021,01,01,12,26,17,828
2021,01,01,12,26,29,954
2021,01,01,12,26,42,120
2021,01,01,12,26,53,665
2021,01,01,12,27,5,794
2021,01,01,12,27,17,955
2021,01,01,12,27,30,115
2021,01,01,12,27,42,275
2021,01,01,12,27,54,468
2021,01,01,12,28,6,594
2021,01,01,12,28,18,115
2021,01,01,12,28,30,307
2021,01,01,12,28,42,438
2021,01,01,12,28,54,595
2021,01,01,12,29,6,789
2021,01,01,12,29,18,914
2021,01,01,12,29,31,74
2021,01,01,12,29,42,628
2021,01,01,12,29,54,756
2021,01,01,12,30,6,916
2021,01,01,12,30,19,93
2021,01,01,12,30,31,236
2021,01,01,12,30,43,425
2021,01,01,12,30,55,554
2021,01,01,12,31,7,716
2021,01,01,12,31,19,266
2021,01,01,12,31,31,394
2021,01,01,12,31,43,553
2021,01,01,12,31,55,747
2021,01,01,12,32,7,875
2021,01,01,12,32,20,34
2021,01,01,12,32,32,193
2021,01,01,12,32,43,714
2021,01,01,12,32,55,874
2021,01,01,12,33,8,39
2021,01,01,12,33,20,194
2021,01,01,12,33,32,386
2021,01,01,12,33,44,516
2021,01,01,12,33,56,674
2021,01,01,12,34,8,868
2021,01,01,12,34,20,355
2021,01,01,12,34,32,515
2021,01,01,12,34,44,708
2021,01,01,12,34,56,836
2021,01,01,12,35,8,994
2021,01,01,12,35,21,153
2021,01,01,12,35,33,315
2021,01,01,12,35,45,508
2021,01,01,12,35,57,635
2021,01,01,12,36,9,154
2021,01,01,12,36,21,349
2021,01,01,12,36,33,473
2021,01,01,12,36,45,638
